"x1","x2","번호","지역","지역2","순위","차수","수익률","투자기간","등급","모집금액","투자인원","TARGET"
"제626차 용인 메종 포레스트 타운하우스 D 신축 3차#1순위","수익률(연)12.42%?투자기간9개월?등급B2?모집금액2억원?투자인원410명",626,"용인","메종",1,3,12.42,9,"B2",20000,410,"상환완료"
"제624차 용산 이촌동 현대한강아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액2억5,000만원?투자인원263명",624,"용산","이촌동",2,1,9,6,"A2",25000,263,"상환완료"
"제623차 서산 테크노밸리 근린생활시설 신축사업 3차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원109명",623,"서산","테크노밸리",1,3,14.5,14,"C3",5000,109,"상환완료"
"제622차 캠프 험프리 미군 렌탈하우스B 신축사업 11차#1순위","수익률(연)13.3%?투자기간8개월?등급C1?모집금액1억원?투자인원181명",622,"캠프","험프리",1,11,13.3,8,"C1",10000,181,"상환완료"
"제621차 인천 주안동 생활형숙박시설 신축사업 2차#1순위","수익률(연)12.56%?투자기간12개월?등급B2?모집금액2억원?투자인원331명",621,"인천","주안동",1,2,12.56,12,"B2",20000,331,"상환완료"
"제620차 용인 메종 포레스트 타운하우스 A 신축 5차#1순위","수익률(연)12.56%?투자기간5개월?등급B2?모집금액2억원?투자인원386명",620,"용인","메종",1,5,12.56,5,"B2",20000,386,"상환완료"
"제619차 합천아파트 신축사업 2차#1순위","수익률(연)12.98%?투자기간13개월?등급B2?모집금액2억원?투자인원418명",619,"합천아파트","신축사업",1,2,12.98,13,"B2",20000,418,"상환완료"
"제618차 송파 가락동 프라자아파트 담보대출#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원50명",618,"송파","가락동",2,1,9.5,6,"A3",5000,50,"상환완료"
"제617차 강남 역삼동 일건빌라 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원233명",617,"강남","역삼동",2,1,9,6,"A2",15000,233,"상환완료"
"제616차 송파 잠실동 리센츠아파트 담보대출#2순위","수익률(연)8%?투자기간6개월?등급A1?모집금액2억원?투자인원202명",616,"송파","잠실동",2,1,8,6,"A1",20000,202,"상환완료"
"제615차 노원 하계동 현대아파트 담보대출#3순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억원?투자인원175명",615,"노원","하계동",3,1,9.5,6,"A3",10000,175,"상환완료"
"제614차 강동 암사동 프라이어팰리스아파트 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액1억5,000만원?투자인원193명",614,"강동","암사동",2,1,8.5,6,"A1",15000,193,"상환완료"
"제613차 아산 유신빌딩 2순위 담보대출 10차#2순위","수익률(연)13.5%?투자기간7개월?등급C2?모집금액4,000만원?투자인원92명",613,"아산","유신빌딩",2,10,13.5,7,"C2",4000,92,"상환완료"
"제612차 캠프 험프리 미군 렌탈하우스A 신축사업 9차#1순위","수익률(연)13.1%?투자기간8개월?등급C1?모집금액1억5,000만원?투자인원276명",612,"캠프","험프리",1,9,13.1,8,"C1",15000,276,"상환완료"
"제610차 제주시내 근교 다세대 신축사업 7차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원443명",610,"제주시내","근교",1,7,12.9,8,"B2",20000,443,"상환완료"
"제611차 과천 문원동 다가구 신축사업 2차#2순위","수익률(연)15%?투자기간8개월?등급D2?모집금액1억원?투자인원162명",611,"과천","문원동",2,2,15,8,"D2",10000,162,"상환완료"
"제609차 강동 둔촌동 신성둔촌미소지움아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액3억원?투자인원357명",609,"강동","둔촌동",2,1,9,6,"A2",30000,357,"상환완료"
"제608차 용인 메종 포레스트 타운하우스 B 신축 6차#1순위","수익률(연)12.84%?투자기간5개월?등급B3?모집금액5억원?투자인원801명",608,"용인","메종",1,6,12.84,5,"B3",50000,801,"상환완료"
"제607차 양평 양수리 다세대주택 신축 7차#1순위","수익률(연)12.98%?투자기간8개월?등급B3?모집금액2억9,000만원?투자인원671명",607,"양평","양수리",1,7,12.98,8,"B3",29000,671,"상환완료"
"제606차 합천아파트 신축사업#1순위","수익률(연)12.98%?투자기간13개월?등급B2?모집금액2억원?투자인원471명",606,"합천아파트","신축사업",1,1,12.98,13,"B2",20000,471,"상환완료"
"제605차 서귀포혁신도시 인근 연립 신축 14차#1순위","수익률(연)12.77%?투자기간6개월?등급B3?모집금액3억원?투자인원530명",605,"서귀포혁신도시","인근",1,14,12.77,6,"B3",30000,530,"상환완료"
"제604차 서산 테크노밸리 근린생활시설 신축사업 2차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액2억원?투자인원265명",604,"서산","테크노밸리",1,2,14.5,14,"C3",20000,265,"상환완료"
"제603차 캠프 험프리 미군 렌탈하우스C 신축사업 7차#1순위","수익률(연)13.1%?투자기간10개월?등급C1?모집금액2억원?투자인원279명",603,"캠프","험프리",1,7,13.1,10,"C1",20000,279,"상환완료"
"제602차 서귀포혁신도시 인근 연립 신축 13차#1순위","수익률(연)12.77%?투자기간6개월?등급B3?모집금액3억원?투자인원563명",602,"서귀포혁신도시","인근",1,13,12.77,6,"B3",30000,563,"상환완료"
"제601차 하남 덕풍동 하남풍산아이파크아파트 담보대출#1순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액9,000만원?투자인원80명",601,"하남","덕풍동",1,1,9.5,6,"A3",9000,80,"상환완료"
"제600차 성동 금호동 금호자이1차아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원119명",600,"성동","금호동",2,1,9,6,"A2",10000,119,"상환완료"
"제599차 제주시내 근교 다세대 신축사업 6차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액4억원?투자인원490명",599,"제주시내","근교",1,6,12.9,8,"B2",40000,490,"상환완료"
"제598차 인천 주안역 해경스테이 4차 신축사업 2차#1순위","수익률(연)12.06%?투자기간13개월?등급B1?모집금액2억원?투자인원378명",598,"인천","주안역",1,2,12.06,13,"B1",20000,378,"상환완료"
"제597차 서산 테크노밸리 근린생활시설 신축사업#1순위","수익률(연)14.5%?투자기간15개월?등급C3?모집금액1억5,000만원?투자인원307명",597,"서산","테크노밸리",1,1,14.5,15,"C3",15000,307,"상환완료"
"제596차 캠프 험프리 미군 렌탈하우스A 신축사업 8차#1순위","수익률(연)13.1%?투자기간8개월?등급C1?모집금액5,000만원?투자인원128명",596,"캠프","험프리",1,8,13.1,8,"C1",5000,128,"상환완료"
"제595차 캠프 험프리 미군 렌탈하우스B 신축사업 10차#1순위","수익률(연)13.3%?투자기간8개월?등급C1?모집금액1억5,000만원?투자인원312명",595,"캠프","험프리",1,10,13.3,8,"C1",15000,312,"상환완료"
"제594차 영등포 당산동 당산현대5차아파트 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액2억5,000만원?투자인원287명",594,"영등포","당산동",2,1,8.5,6,"A1",25000,287,"상환완료"
"제592차 아산 유신빌딩 2순위 담보대출 9차#2순위","수익률(연)13.5%?투자기간7개월?등급C2?모집금액3,000만원?투자인원78명",592,"아산","유신빌딩",2,9,13.5,7,"C2",3000,78,"상환완료"
"제591차 인천 주안역 해경스테이 4차 신축사업#1순위","수익률(연)12.06%?투자기간14개월?등급B1?모집금액3억5,000만원?투자인원641명",591,"인천","주안역",1,1,12.06,14,"B1",35000,641,"상환완료"
"제590차 종로 무악동 무악현대아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원66명",590,"종로","무악동",2,1,9,6,"A2",5000,66,"상환완료"
"제589차 청도B 한국쏠라 4호 태양광발전소 신축사업 3차#1순위","수익률(연)12.5%?투자기간6개월?등급B2?모집금액5억2,000만원?투자인원743명",589,"청도","한국쏠라",1,3,12.5,6,"B2",52000,743,"상환완료"
"제586차 아산 유신빌딩 2순위 담보대출 8차#2순위","수익률(연)13.5%?투자기간7개월?등급C2?모집금액4,000만원?투자인원62명",586,"아산","유신빌딩",2,8,13.5,7,"C2",4000,62,"상환완료"
"제585차 제주시내 근교 다세대 신축사업 5차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원337명",585,"제주시내","근교",1,5,12.9,8,"B2",20000,337,"상환완료"
"제584차 제주시내 근교 다세대 신축사업 4차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원336명",584,"제주시내","근교",1,4,12.9,8,"B2",20000,336,"상환완료"
"제582차 아산 유신빌딩 2순위 담보대출 7차#2순위","수익률(연)13.5%?투자기간8개월?등급C2?모집금액2,000만원?투자인원14명",582,"아산","유신빌딩",2,7,13.5,8,"C2",2000,14,"상환완료"
"제581차 청도A 제일태양광발전소 신축사업 3차#1순위","수익률(연)12.5%?투자기간6개월?등급B2?모집금액4억원?투자인원530명",581,"청도","제일태양광발전소",1,3,12.5,6,"B2",40000,530,"상환완료"
"제580차 분당 금곡동 청솔마을아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원168명",580,"분당","금곡동",2,1,9,6,"A2",10000,168,"상환완료"
"제579차 아산 유신빌딩 2순위 담보대출 6차#2순위","수익률(연)13.5%?투자기간8개월?등급C2?모집금액2,000만원?투자인원17명",579,"아산","유신빌딩",2,6,13.5,8,"C2",2000,17,"상환완료"
"제575차 영등포 여의도동 시범아파트 담보대출#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액3억8,000만원?투자인원478명",575,"영등포","여의도동",2,1,9.5,6,"A3",38000,478,"상환완료"
"제574차 캠프 험프리 미군 렌탈하우스A 신축사업 7차#1순위","수익률(연)13.1%?투자기간8개월?등급C1?모집금액1억5,000만원?투자인원232명",574,"캠프","험프리",1,7,13.1,8,"C1",15000,232,"상환완료"
"제573차 제주 용수리 타운하우스 신축사업 4차#1순위","수익률(연)13.5%?투자기간12개월?등급B2?모집금액2억원?투자인원298명",573,"제주","용수리",1,4,13.5,12,"B2",20000,298,"상환완료"
"제572차 양천 신정동 목동신시가지아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억8,000만원?투자인원274명",572,"양천","신정동",2,1,9,6,"A2",18000,274,"상환완료"
"제571차 아산 유신빌딩 2순위 담보대출 5차#2순위","수익률(연)13.5%?투자기간8개월?등급C2?모집금액4,000만원?투자인원71명",571,"아산","유신빌딩",2,5,13.5,8,"C2",4000,71,"상환완료"
"제570차 제주시내 근교 다세대 신축사업 3차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원402명",570,"제주시내","근교",1,3,12.9,8,"B2",20000,402,"상환완료"
"제569차 이천 신둔도예촌역 인근 다세대 신축사업 3차#1순위","수익률(연)14%?투자기간11개월?등급B2?모집금액3억원?투자인원558명",569,"이천","신둔도예촌역",1,3,14,11,"B2",30000,558,"상환완료"
"제567차 의왕 백운호수 인근 다세대주택 신축사업 4차#2순위","수익률(연)15%?투자기간11개월?등급D2?모집금액1억5,000만원?투자인원259명",567,"의왕","백운호수",2,4,15,11,"D2",15000,259,"상환완료"
"제565차 가평 맹호부대 인근 다세대주택 신축사업 8차#1순위","수익률(연)12.91%?투자기간10개월?등급B3?모집금액1억5,000만원?투자인원366명",565,"가평","맹호부대",1,8,12.91,10,"B3",15000,366,"상환완료"
"제563차 가평 조종초등학교 인근 리버빌2차 신축사업 2차#1순위","수익률(연)13%?투자기간12개월?등급B3?모집금액1억원?투자인원162명",563,"가평","조종초등학교",1,2,13,12,"B3",10000,162,"상환완료"
"제562차 제주시내 근교 다세대 신축사업 2차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액6억원?투자인원1,072명",562,"제주시내","근교",1,2,12.9,8,"B2",60000,1072,"상환완료"
"제560차 제주 올레시장 생활형숙박시설 신축사업#1순위","수익률(연)12.49%?투자기간9개월?등급B2?모집금액3억원?투자인원506명",560,"제주","올레시장",1,1,12.49,9,"B2",30000,506,"상환완료"
"제559차 의왕 백운호수 인근 다세대주택 신축사업 3차#2순위","수익률(연)15%?투자기간11개월?등급D2?모집금액1억원?투자인원177명",559,"의왕","백운호수",2,3,15,11,"D2",10000,177,"상환완료"
"제558차 아산 유신빌딩 2순위 담보대출 4차#2순위","수익률(연)13.5%?투자기간8개월?등급C2?모집금액1억원?투자인원140명",558,"아산","유신빌딩",2,4,13.5,8,"C2",10000,140,"상환완료"
"제557차 청도B 한국쏠라 4호 태양광발전소 신축사업 2차#1순위","수익률(연)12.5%?투자기간6개월?등급B2?모집금액4억원?투자인원631명",557,"청도","한국쏠라",1,2,12.5,6,"B2",40000,631,"상환완료"
"제555차 제주시내 근교 다세대 신축사업#1순위","수익률(연)12.9%?투자기간9개월?등급B2?모집금액7억원?투자인원1,218명",555,"제주시내","근교",1,1,12.9,9,"B2",70000,1218,"상환완료"
"제554차 청도A 제일태양광발전소 신축사업 2차#1순위","수익률(연)12.5%?투자기간6개월?등급B2?모집금액3억7,000만원?투자인원548명",554,"청도","제일태양광발전소",1,2,12.5,6,"B2",37000,548,"상환완료"
"제552차 가평 조종초등학교 인근 리버빌2차 신축사업#1순위","수익률(연)13%?투자기간12개월?등급B3?모집금액2억원?투자인원468명",552,"가평","조종초등학교",1,1,13,12,"B3",20000,468,"상환완료"
"제551차 의왕 백운호수 인근 다세대주택 신축사업 2차#2순위","수익률(연)15%?투자기간11개월?등급D2?모집금액1억5,000만원?투자인원154명",551,"의왕","백운호수",2,2,15,11,"D2",15000,154,"상환완료"
"제549차 서울 강북 수유동 공동주택 신축사업 5차#1순위","수익률(연)12.49%?투자기간11개월?등급B2?모집금액1억원?투자인원196명",549,"서울","강북",1,5,12.49,11,"B2",10000,196,"상환완료"
"제547차 제주 용수리 타운하우스 신축사업 3차#1순위","수익률(연)13.5%?투자기간12개월?등급B2?모집금액1억원?투자인원188명",547,"제주","용수리",1,3,13.5,12,"B2",10000,188,"상환완료"
