"번호","지역","지역2","순위","차수","리파이낸싱","신축","다세대","타운하우스","건축자금","담보","NPL","근질권","ABL","주택","오피스텔","신도시","개발지구","마을","아파트","빌딩","빌라","상가","단독주택","수익률","투자기간","등급","모집금액","투자인원","Y"
699,"서초","우면동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",10000,121,"0"
698,"합천아파트","신축사업",1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",5000,88,"0"
696,"서산","테크노밸리",1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",8000,139,"0"
695,"합천아파트","신축사업",1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",5000,108,"0"
694,"이천","창전동",1,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,12,"C1",5000,120,"0"
693,"성남","창곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",10000,212,"0"
692,"서초","잠원동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",20000,426,"0"
690,"합천아파트","신축사업",1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",5000,82,"0"
689,"아산","유신빌딩",2,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,7,"C2",5000,76,"0"
688,"이천","창전동",1,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,12,"C1",10000,211,"0"
687,"용인","메종",1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,8,"B2",40000,695,"0"
686,"용인","죽전동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",13500,339,"0"
685,"서초","서초동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9.5,6,"A3",10000,248,"0"
684,"서산","테크노밸리",1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,83,"0"
683,"용인","메종",1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,8,"B2",40000,667,"0"
682,"서산","테크노밸리",1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,114,"0"
681,"제주","용수리",1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,11,"B2",30000,532,"0"
680,"용산","청파동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,6,"A2",35000,711,"0"
679,"부산","우동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",12000,196,"0"
678,"합천아파트","신축사업",1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",5000,122,"0"
677,"수원","정자동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",13500,247,"0"
676,"서산","테크노밸리",1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,116,"0"
675,"이천","신둔도예촌역",1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,"B2",30000,568,"0"
674,"합천아파트","신축사업",1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",5000,88,"0"
672,"부산","사직동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",15000,279,"0"
671,"제주시내","근교",1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",20000,376,"0"
670,"서귀포혁신도시","인근",2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.8,6,"D2",15000,283,"0"
669,"캠프","험프리",1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,8,"C1",10000,205,"0"
668,"아산","유신빌딩",2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,7,"C2",5000,105,"0"
667,"캠프","험프리",1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,9,"C1",30000,461,"0"
666,"캠프","험프리",1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,8,"C1",30000,562,"0"
665,"마포","대흥동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",15000,177,"0"
664,"서산","테크노밸리",1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,81,"0"
663,"가평","조종초등학교",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,"B3",20000,363,"0"
662,"합천아파트","신축사업",1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",5000,126,"0"
661,"용인","메종",1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,9,"B2",5000,96,"0"
660,"강남","세곡동",1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,6,"A3",30000,386,"0"
658,"서산","테크노밸리",1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,117,"0"
657,"서귀포혁신도시","인근",2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.8,6,"D2",20000,333,"0"
656,"제주시내","근교",1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",20000,328,"0"
655,"합천아파트","신축사업",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",5000,140,"0"
654,"서산","테크노밸리",1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,127,"0"
653,"대전","호동",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,"D3",10000,224,"0"
652,"캠프","험프리",1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,8,"C1",5000,104,"0"
651,"고양","신원동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,"A2",11000,218,"0"
649,"용인","메종",1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,9,"B2",5000,102,"0"
648,"송파","잠실동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",40000,520,"0"
647,"서귀포혁신도시","인근",2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.8,6,"D2",5000,100,"0"
646,"가평","맹호부대",1,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,10,"B3",5000,143,"0"
645,"합천아파트","신축사업",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",10000,255,"0"
644,"인천","송도동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",10000,115,"0"
643,"가평","조종초등학교",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,"B3",10000,294,"0"
642,"제주시내","근교",1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",20000,369,"0"
641,"용인","메종",1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,9,"B2",20000,429,"0"
639,"서산","테크노밸리",1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,103,"0"
638,"동작","사당동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",12000,92,"0"
637,"가평","맹호부대",1,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,10,"B3",20000,444,"0"
636,"서산","테크노밸리",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,122,"0"
635,"아산","유신빌딩",2,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,7,"C2",5000,134,"0"
634,"합천아파트","신축사업",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,12,"B2",20000,390,"0"
633,"캠프","험프리",1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,8,"C1",10000,192,"0"
632,"과천","문원동",2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,"D2",5000,90,"0"
631,"서산","테크노밸리",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,93,"0"
630,"평택","국가산업단지",1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,8,"B3",20000,355,"0"
629,"캠프","험프리",1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,10,"C1",10000,149,"0"
628,"아산","유신빌딩",2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,7,"C2",5000,84,"0"
627,"용인","메종",1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,9,"B2",20000,378,"0"
626,"용인","메종",1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,9,"B2",20000,410,"0"
624,"용산","이촌동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",25000,263,"0"
623,"서산","테크노밸리",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",5000,109,"0"
622,"캠프","험프리",1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,8,"C1",10000,181,"0"
621,"인천","주안동",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,12,"B2",20000,331,"0"
620,"용인","메종",1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",20000,386,"0"
619,"합천아파트","신축사업",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,13,"B2",20000,418,"0"
618,"송파","가락동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",5000,50,"0"
617,"강남","역삼동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,6,"A2",15000,233,"0"
616,"송파","잠실동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A1",20000,202,"0"
615,"노원","하계동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",10000,175,"0"
614,"강동","암사동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",15000,193,"0"
613,"아산","유신빌딩",2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,7,"C2",4000,92,"0"
612,"캠프","험프리",1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,8,"C1",15000,276,"0"
610,"제주시내","근교",1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",20000,443,"0"
611,"과천","문원동",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,"D2",10000,162,"0"
609,"강동","둔촌동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",30000,357,"0"
608,"용인","메종",1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",50000,801,"0"
607,"양평","양수리",1,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.98,8,"B3",29000,671,"0"
606,"합천아파트","신축사업",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,13,"B2",20000,471,"0"
605,"서귀포혁신도시","인근",1,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.77,6,"B3",30000,530,"0"
604,"서산","테크노밸리",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14,"C3",20000,265,"0"
603,"캠프","험프리",1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,10,"C1",20000,279,"0"
602,"서귀포혁신도시","인근",1,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.77,6,"B3",30000,563,"0"
601,"하남","덕풍동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",9000,80,"0"
600,"성동","금호동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",10000,119,"0"
599,"제주시내","근교",1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",40000,490,"0"
598,"인천","주안역",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,13,"B1",20000,378,"0"
597,"서산","테크노밸리",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,15,"C3",15000,307,"0"
596,"캠프","험프리",1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,8,"C1",5000,128,"0"
595,"캠프","험프리",1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,8,"C1",15000,312,"0"
594,"영등포","당산동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",25000,287,"0"
592,"아산","유신빌딩",2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,7,"C2",3000,78,"0"
591,"인천","주안역",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,14,"B1",35000,641,"0"
590,"종로","무악동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",5000,66,"0"
589,"청도B","한국쏠라",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6,"B2",52000,743,"0"
586,"아산","유신빌딩",2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,7,"C2",4000,62,"0"
585,"제주시내","근교",1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",20000,337,"0"
584,"제주시내","근교",1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",20000,336,"0"
582,"아산","유신빌딩",2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,8,"C2",2000,14,"0"
581,"청도A","제일태양광발전소",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6,"B2",40000,530,"0"
580,"분당","금곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,"A2",10000,168,"0"
579,"아산","유신빌딩",2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,8,"C2",2000,17,"0"
575,"영등포","여의도동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",38000,478,"0"
574,"캠프","험프리",1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,8,"C1",15000,232,"0"
573,"제주","용수리",1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,12,"B2",20000,298,"0"
572,"양천","신정동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",18000,274,"0"
571,"아산","유신빌딩",2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,8,"C2",4000,71,"0"
570,"제주시내","근교",1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",20000,402,"0"
569,"이천","신둔도예촌역",1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,"B2",30000,558,"0"
567,"의왕","백운호수",2,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,11,"D2",15000,259,"0"
565,"가평","맹호부대",1,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,10,"B3",15000,366,"0"
563,"가평","조종초등학교",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,"B3",10000,162,"0"
562,"제주시내","근교",1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,8,"B2",60000,1072,"0"
560,"제주","올레시장",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,9,"B2",30000,506,"0"
559,"의왕","백운호수",2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,11,"D2",10000,177,"0"
558,"아산","유신빌딩",2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,8,"C2",10000,140,"0"
557,"청도B","한국쏠라",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6,"B2",40000,631,"0"
555,"제주시내","근교",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,9,"B2",70000,1218,"0"
554,"청도A","제일태양광발전소",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6,"B2",37000,548,"0"
552,"가평","조종초등학교",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,"B3",20000,468,"0"
551,"의왕","백운호수",2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,11,"D2",15000,154,"0"
549,"서울","강북",1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.49,11,"B2",10000,196,"0"
547,"제주","용수리",1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,12,"B2",10000,188,"0"
545,"의왕","백운호수",2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,11,"D2",10000,158,"0"
544,"제주","용수리",1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,12,"B2",20000,469,"0"
543,"일산","고양국제고",1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21,9,"B1",27000,486,"0"
542,"캠프","험프리",1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,10,"C1",5000,126,"0"
541,"청도B","한국쏠라4호",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6,"B2",40000,588,"0"
540,"서울","강북",1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.49,11,"B2",20000,406,"0"
539,"서초","반포동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",40000,645,"0"
538,"청도A","제일태양광발전소",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6,"B2",40000,576,"0"
536,"아산","유신빌딩",2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,8,"C2",5000,111,"0"
535,"분당","수내동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,"A2",10000,158,"0"
532,"가평","맹호부대",1,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,11,"B3",15000,317,"0"
531,"강남","세곡동",1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,7,"A3",30000,365,"0"
530,"세종","새롬동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9.5,6,"A3",7000,173,"0"
529,"구로","오류동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",18000,262,"0"
528,"아산","유신빌딩",2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,8,"C2",20000,299,"0"
527,"성남","분당",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",12000,244,"0"
526,"경기","광주",1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",12000,281,"0"
525,"강남","청담동",1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.7,7,"A3",31000,535,"0"
523,"가평","맹호부대",1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,11,"B3",20000,362,"0"
522,"양평","양수리",1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.98,9,"B3",30000,542,"0"
521,"강서구","화곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",12000,224,"0"
520,"마포구","공덕동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",14000,220,"0"
519,"성남","분당구",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",11000,174,"0"
517,"강남","청담동",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.7,7,"A3",80000,1230,"0"
516,"캠프","험프리",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,11,"C1",20000,345,"0"
515,"캠프","험프리",1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,9,"C1",30000,467,"0"
514,"남양주시","와부읍",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",7000,88,"0"
513,"강남구","삼성동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,6,"A1",20000,199,"0"
512,"영등포구","여의도동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",53000,560,"0"
511,"아산","유신빌딩",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,8,"C2",20000,368,"0"
510,"캠프","험프리",1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,9,"C1",30000,446,"0"
509,"양평역","오피스텔",1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.91,6,"B3",60000,951,"0"
508,"인천","주안동",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,13,"B2",60000,781,"0"
507,"양평역","오피스텔",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.91,6,"B3",20000,298,"0"
506,"용인","메종",1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,10,"B2",11000,209,"0"
505,"과천","문원동",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,"D2",20000,346,"0"
504,"양천구","신정동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,"A2",14000,213,"0"
503,"용인","메종",1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,10,"B2",15000,221,"0"
501,"용인","메종",1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",42000,676,"0"
500,"용인","메종",1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",18000,268,"0"
499,"캠프","험프리",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,11,"C1",30000,516,"0"
496,"용인","메종",1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",33000,685,"0"
495,"용인","메종",1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",37000,706,"0"
492,"강남구","세곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",16500,153,"0"
491,"서울","강북",1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.49,12,"B2",30000,554,"0"
490,"용인","메종",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",80000,1507,"0"
489,"용인","메종",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",60000,1107,"0"
484,"캠프","험프리",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,11,"C1",20000,414,"0"
482,"캠프","험프리",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,11,"C1",10000,162,"0"
481,"서울","강북",1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.49,12,"B2",85000,895,"0"
480,"캠프","험프리",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,10,"C1",10000,196,"0"
479,"캠프","험프리",1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,10,"C1",20000,279,"0"
478,"서울","강북",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.49,12,"B2",55000,1027,"0"
477,"캠프","험프리",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,12,"C1",15000,410,"0"
476,"이천","신둔도예촌역",1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,"B2",35000,662,"0"
475,"대구","만촌동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.2,6,"A2",23500,372,"0"
473,"이천","신둔도예촌역",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,"B2",45000,812,"0"
472,"구로구","구로동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",14000,211,"0"
471,"의성솔라에너지","태양광발전소",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,"C1",40000,833,"0"
470,"캠프","험프리",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,10,"C1",10000,282,"0"
469,"캠프","험프리",1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,10,"C1",20000,428,"0"
